Ensembl,D1,D2,D3,D4
ENSG00000145703,10787,10810,18018,14116
ENSG00000145708,0,1,0,1
ENSG00000145715,1586,2036,2865,2947
ENSG00000145721,0,0,0,0
ENSG00000145723,1202,789,1163,1096
ENSG00000145725,2499,4215,5756,5179
ENSG00000145730,1182,1139,2369,1570
ENSG00000145734,0,0,1,0
ENSG00000145736,123,8,309,156
ENSG00000145740,1083,1232,2037,1623
ENSG00000145741,20876,18438,28366,25242
ENSG00000145743,1458,1889,2666,2263
ENSG00000145757,0,1,2,0
ENSG00000145777,0,0,5,2
ENSG00000145779,8192,12711,17446,15940
ENSG00000145780,5045,6441,6863,5199
ENSG00000145781,1170,1380,1626,1196
ENSG00000145782,3741,4450,5730,4495
ENSG00000145794,10,1,4,0
ENSG00000145808,0,0,0,0
ENSG00000145817,2272,2167,3654,2024
ENSG00000145819,5568,2788,5239,4815
ENSG00000145824,0,0,3,0
ENSG00000145826,0,0,0,0
ENSG00000145832,0,0,0,0
ENSG00000145833,4262,4302,7587,6065
ENSG00000145835,0,0,0,0
ENSG00000145839,1,0,0,1
ENSG00000145850,50,63,68,167
ENSG00000145860,2397,2477,4456,4455
ENSG00000145861,0,0,0,0
ENSG00000145863,0,0,0,0
ENSG00000145864,0,0,1,0
ENSG00000145868,1990,2054,3591,4206
ENSG00000145879,0,0,0,0
ENSG00000145882,767,788,1447,1702
ENSG00000145888,0,0,0,0
ENSG00000145901,4552,3391,6696,5819
ENSG00000145907,8319,9228,14958,13537
ENSG00000145908,97,440,186,256
ENSG00000145911,134,236,268,218
ENSG00000145912,1057,1098,1813,1675
ENSG00000145916,433,380,712,760
ENSG00000145919,1140,1034,1328,1350
ENSG00000145920,0,0,0,0
ENSG00000145934,0,0,0,0
ENSG00000145936,9,1,6,3
ENSG00000145945,114,57,92,119
ENSG00000145949,77,79,172,106
ENSG00000145975,0,0,2,0
ENSG00000145979,615,366,634,547
ENSG00000145982,1480,1119,1925,1445
ENSG00000145990,712,375,763,424
ENSG00000145996,2274,2445,3626,3604
ENSG00000146001,0,1,0,0
ENSG00000146005,3,6,10,3
ENSG00000146006,12,6,20,11
ENSG00000146007,2506,2963,5453,3731
ENSG00000146013,0,0,0,0
ENSG00000146021,779,773,1319,1627
ENSG00000146038,5,26,14,21
ENSG00000146039,0,0,0,0
ENSG00000146047,0,0,0,0
ENSG00000146049,0,0,0,0
ENSG00000146054,18,19,23,21
ENSG00000146063,1089,913,2323,1615
ENSG00000146066,1786,1118,2465,2170
ENSG00000146067,1735,1556,2958,2819
ENSG00000146070,9,6,17,17
ENSG00000146072,30,10,27,9
ENSG00000146083,1206,658,1420,1678
ENSG00000146085,650,674,1159,986
ENSG00000146090,0,0,0,0
ENSG00000146094,4,16,9,13
ENSG00000146109,4036,3037,4224,2986
ENSG00000146112,5,0,1,0
ENSG00000146122,0,0,0,0
ENSG00000146143,660,623,987,887
ENSG00000146147,0,0,0,0
ENSG00000146151,0,0,0,0
ENSG00000146166,10,3,9,3
ENSG00000146192,71,67,182,110
ENSG00000146197,14,2,8,18
ENSG00000146205,0,8,1,0
ENSG00000146215,4,17,23,63
ENSG00000146216,4,1,6,5
ENSG00000146221,27,23,34,74
ENSG00000146223,2931,2867,5776,4543
ENSG00000146232,2224,2099,3439,2753
ENSG00000146233,0,0,1,0
ENSG00000146242,6,19,28,4
ENSG00000146243,194,301,363,250
ENSG00000146247,10101,12927,16317,16363
ENSG00000146250,7,15,19,13
ENSG00000146263,706,989,1459,1383
ENSG00000146267,0,0,0,0
ENSG00000146276,0,0,3,0
ENSG00000146278,37650,36221,44312,39222
ENSG00000146281,544,841,1150,840
ENSG00000146282,1482,1377,1983,1961
ENSG00000146285,2293,2137,3339,3925
ENSG00000146350,954,1232,1569,1442
ENSG00000146352,0,0,0,0
ENSG00000146360,0,0,0,0
ENSG00000146373,77,59,22,46
ENSG00000146374,0,0,0,0
ENSG00000146376,656,771,1602,780
ENSG00000146378,0,0,0,0
ENSG00000146383,0,0,0,0
ENSG00000146385,0,0,0,0
ENSG00000146386,1290,1539,2605,2255
ENSG00000146399,0,0,0,0
ENSG00000146409,507,588,1244,1134
ENSG00000146410,74,65,101,68
ENSG00000146411,0,4,3,9
ENSG00000146414,3193,3402,5246,5776
ENSG00000146416,420,484,644,546
ENSG00000146425,3997,3954,6227,6500
ENSG00000146426,132,105,187,233
ENSG00000146433,5961,2987,5537,4463
ENSG00000146453,3,3,6,4
ENSG00000146457,10076,8645,13982,11170
ENSG00000146463,4225,3821,5917,6096
ENSG00000146469,0,0,0,0
ENSG00000146476,438,556,864,615
ENSG00000146477,0,0,9,0
ENSG00000146521,0,0,0,0
ENSG00000146530,68,119,139,120
ENSG00000146535,769,469,994,911
ENSG00000146540,1088,598,1278,967
ENSG00000146555,19,5,44,49
ENSG00000146556,161,119,244,154
ENSG00000146574,725,1349,998,730
ENSG00000146576,967,708,1116,1043
ENSG00000146587,2021,1902,2837,3268
ENSG00000146592,29,21,36,32
ENSG00000146618,0,0,0,0
ENSG00000146648,0,0,1,4
ENSG00000146666,0,0,0,0
ENSG00000146670,81,54,84,93
ENSG00000146674,671,361,920,529
ENSG00000146676,4508,5410,6592,5057
ENSG00000146677,877,350,884,1216
ENSG00000146678,0,0,0,0
ENSG00000146700,4,4,0,0
ENSG00000146701,2169,1731,2932,2750
ENSG00000146707,1,0,3,0
ENSG00000146722,0,0,0,0
ENSG00000146729,2107,1890,3129,2331
ENSG00000146731,3643,3876,7951,5771
ENSG00000146733,58,91,172,143
ENSG00000146755,0,0,1,0
ENSG00000146757,4276,5366,7980,4303
ENSG00000146776,1218,982,1366,1598
ENSG00000146802,794,1096,1729,1540
ENSG00000146809,0,0,0,0
ENSG00000146826,644,510,1164,1132
ENSG00000146828,1466,1183,2059,2121
ENSG00000146830,2675,2244,3722,3812
ENSG00000146833,1607,1578,2123,2873
ENSG00000146834,2579,1976,4861,4576
ENSG00000146839,0,0,0,4
ENSG00000146842,1179,1258,1844,1571
ENSG00000146856,123,117,104,176
ENSG00000146857,0,0,0,0
ENSG00000146858,10,35,16,6
ENSG00000146859,825,654,910,1034
ENSG00000146872,3351,3141,5450,4693
ENSG00000146904,348,422,524,785
ENSG00000146909,1194,1024,1982,2065
ENSG00000146910,0,0,0,0
ENSG00000146918,533,361,1521,775
ENSG00000146926,0,0,0,0
ENSG00000146938,1,1,0,0
ENSG00000146950,0,0,2,0
ENSG00000146955,36,23,48,37
ENSG00000146963,1668,2343,2909,3047
ENSG00000146966,0,0,0,10
ENSG00000147003,10,18,6,6
ENSG00000147010,6101,5524,8798,8187
ENSG00000147027,0,0,0,0
ENSG00000147036,67,19,127,68
ENSG00000147041,0,0,0,0
ENSG00000147044,2637,3606,4984,4382
ENSG00000147050,5050,4999,7360,7387
ENSG00000147059,0,2,4,0
ENSG00000147065,35475,25054,47778,40550
ENSG00000147081,0,0,0,0
ENSG00000147082,25,14,25,38
ENSG00000147099,306,407,667,633
ENSG00000147100,4,7,3,2
ENSG00000147113,0,0,0,0
ENSG00000147117,64,82,77,93
ENSG00000147118,588,753,959,1112
ENSG00000147119,440,291,563,298
ENSG00000147121,617,553,943,759
ENSG00000147123,1917,1530,3313,2180
ENSG00000147124,649,774,1111,1378
ENSG00000147127,0,0,0,0
ENSG00000147130,912,896,1240,1631
ENSG00000147133,4509,4461,7075,8237
ENSG00000147138,10393,14787,18658,15084
ENSG00000147140,11086,9556,16767,16232
ENSG00000147144,107,73,126,160
ENSG00000147145,0,0,0,0
ENSG00000147155,1854,1036,2163,1596
ENSG00000147160,0,0,0,0
ENSG00000147162,21636,26509,41047,43186
ENSG00000147164,1220,936,2011,1399
ENSG00000147166,41,13,57,52
ENSG00000147168,1889,1708,3429,3608
ENSG00000147174,195,231,397,336
ENSG00000147180,130,172,430,360
ENSG00000147183,0,0,0,0
ENSG00000147202,2365,2214,3252,2792
ENSG00000147206,0,0,0,0
ENSG00000147223,0,0,0,0
ENSG00000147224,2919,2799,4754,3991
ENSG00000147231,616,743,1234,965
ENSG00000147234,260,51,156,107
ENSG00000147246,0,0,0,0
ENSG00000147251,16994,17102,26630,24194
ENSG00000147255,0,0,0,0
ENSG00000147256,0,0,0,0
ENSG00000147257,18,6,23,23
ENSG00000147262,0,0,0,0
ENSG00000147274,19672,20538,28241,26856
ENSG00000147316,3429,4193,6519,4297
ENSG00000147324,2257,2657,4990,4666
ENSG00000147364,1632,1604,2944,2649
ENSG00000147378,0,0,0,0
ENSG00000147381,0,0,0,0
ENSG00000147383,216,116,251,218
ENSG00000147394,157,94,142,161
ENSG00000147400,445,664,1059,652
ENSG00000147403,121447,110787,203398,141981
ENSG00000147408,2489,1560,2793,3545
ENSG00000147416,2532,2408,3825,3835
ENSG00000147419,1965,2106,3954,2835
ENSG00000147421,1650,1598,2379,2908
ENSG00000147432,0,0,0,0
ENSG00000147434,6,5,13,6
ENSG00000147437,62,53,88,106
ENSG00000147439,933,720,1181,1241
ENSG00000147443,3532,2672,5714,3608
ENSG00000147454,1250,1236,1689,1906
ENSG00000147457,5784,5555,8019,10870
ENSG00000147459,291,161,169,233
ENSG00000147465,0,3,2,1
ENSG00000147471,1919,1494,2365,1976
ENSG00000147475,901,947,1668,1600
ENSG00000147481,0,0,0,0
ENSG00000147485,9,4,15,4
ENSG00000147488,0,0,10,4
ENSG00000147509,0,0,0,0
ENSG00000147526,7857,7327,12709,10247
ENSG00000147533,4095,3071,6309,4390
ENSG00000147535,652,716,1194,837
ENSG00000147536,348,271,542,544
ENSG00000147548,14168,15210,19758,20682
ENSG00000147570,0,0,3,0
ENSG00000147571,0,0,0,0
ENSG00000147573,0,0,0,0
ENSG00000147576,400,199,342,353
ENSG00000147586,204,249,355,309
ENSG00000147588,0,0,0,0
ENSG00000147592,115,260,191,167
ENSG00000147596,0,0,0,0
ENSG00000147601,1464,1348,2101,1510
ENSG00000147604,112580,95181,167840,142972
ENSG00000147606,12,18,56,31
ENSG00000147613,0,0,0,0
ENSG00000147614,0,0,0,0
ENSG00000147642,0,3,3,2
ENSG00000147647,0,0,0,2
ENSG00000147649,8031,9589,14563,10837
ENSG00000147650,98,51,93,75
ENSG00000147654,829,984,1299,1222
ENSG00000147655,0,0,0,0
ENSG00000147669,2327,2273,3230,2247
ENSG00000147676,0,17,32,2
ENSG00000147677,15009,13080,18913,16631
ENSG00000147679,2382,2392,4213,3025
ENSG00000147684,3453,2962,5738,4463
ENSG00000147687,921,1052,1285,1301
ENSG00000147689,3,0,7,4
ENSG00000147697,0,0,0,1
ENSG00000147724,0,0,0,0
ENSG00000147753,0,0,0,0
ENSG00000147761,0,0,0,0
ENSG00000147789,807,770,1344,1402
ENSG00000147799,10,5,8,6
ENSG00000147804,74,48,71,74
ENSG00000147813,8,4,17,24
ENSG00000147852,24,15,87,13
ENSG00000147853,1659,1765,2404,2052
ENSG00000147854,5684,6521,9564,8492
ENSG00000147862,0,0,6,0
ENSG00000147869,0,0,0,0
ENSG00000147872,3488,2821,6125,4405
ENSG00000147873,3,11,0,0
ENSG00000147874,2955,2625,4857,4135
ENSG00000147883,5,13,22,20
ENSG00000147885,0,0,0,0
ENSG00000147889,82,63,106,50
ENSG00000147894,1989,2616,3192,2610
ENSG00000147896,0,0,0,0
ENSG00000147905,7286,6072,8811,7281
ENSG00000147912,19,27,98,63
ENSG00000147955,714,611,1296,1186
ENSG00000147996,318,370,726,625
ENSG00000148019,3392,2581,6466,4126
ENSG00000148053,4,17,12,7
ENSG00000148057,297,284,396,276
ENSG00000148082,0,6,3,3
ENSG00000148090,356,325,672,697
ENSG00000148110,788,943,2083,1520
ENSG00000148120,324,267,443,437
ENSG00000148123,0,0,0,0
ENSG00000148136,0,0,0,0
ENSG00000148143,61,29,152,43
ENSG00000148153,443,703,1187,803
ENSG00000148154,3579,3701,6523,3838
ENSG00000148156,6,0,1,3
ENSG00000148158,1394,1711,2643,2032
ENSG00000148175,5556,4214,8656,5769
ENSG00000148180,378,230,668,327
ENSG00000148187,966,921,1350,1615
ENSG00000148200,0,0,17,7
ENSG00000148204,0,0,0,0
ENSG00000148215,0,0,0,0
ENSG00000148218,723,624,1001,848
ENSG00000148219,216,154,235,249
ENSG00000148225,16,22,13,27
ENSG00000148229,3273,2646,5692,4210
ENSG00000148248,7199,4813,9366,6757
ENSG00000148288,15,9,21,34
ENSG00000148290,842,685,1361,1180
ENSG00000148291,345,261,479,413
ENSG00000148296,884,765,1621,1515
ENSG00000148297,829,722,1554,1654
ENSG00000148300,935,717,1451,1317
ENSG00000148303,89070,72321,119490,97906
ENSG00000148308,1206,948,1732,1748
ENSG00000148331,1418,882,1906,1928
ENSG00000148334,570,436,915,1078
ENSG00000148335,847,618,1031,957
ENSG00000148337,1574,1058,1539,1914
ENSG00000148339,751,861,1147,1236
ENSG00000148341,2290,1865,3417,2933
ENSG00000148343,994,755,1576,1557
ENSG00000148344,0,3,2,0
ENSG00000148346,2,0,0,0
ENSG00000148356,319,282,491,511
ENSG00000148357,0,0,0,0
ENSG00000148358,2230,1786,3121,2751
ENSG00000148362,1412,975,1970,1695
ENSG00000148377,0,0,0,7
ENSG00000148384,326,350,659,770
ENSG00000148386,0,0,0,0
ENSG00000148396,3265,2030,3551,4930
ENSG00000148399,1138,865,1323,1339
ENSG00000148400,1456,744,1528,1768
ENSG00000148408,3,7,6,2
ENSG00000148411,505,487,1007,783
ENSG00000148426,44,111,35,53
ENSG00000148429,441,393,699,574
ENSG00000148444,781,1017,947,745
ENSG00000148450,121,102,188,162
ENSG00000148459,130,128,342,241
ENSG00000148468,68,107,290,174
ENSG00000148481,4656,3196,4578,4128
ENSG00000148482,0,0,0,0
ENSG00000148483,16,6,23,9
ENSG00000148484,3599,3297,6755,5053
ENSG00000148488,258,128,223,141
ENSG00000148498,4,0,2,4
ENSG00000148513,0,0,0,0
ENSG00000148516,5111,5782,8449,7018
ENSG00000148541,0,0,0,0
ENSG00000148572,2487,2213,2690,2042
ENSG00000148584,0,0,0,0
ENSG00000148600,95,29,52,32
ENSG00000148602,0,0,0,0
ENSG00000148604,0,0,0,0
ENSG00000148606,749,628,1157,1333
ENSG00000148634,3621,3606,5036,5018
ENSG00000148655,7,1,10,5
ENSG00000148660,2168,1940,3327,3434
ENSG00000148671,5,13,10,7
ENSG00000148672,6238,6185,10953,8227
ENSG00000148677,0,0,0,0
ENSG00000148680,12,10,38,19
ENSG00000148688,915,970,1670,1211
ENSG00000148690,722,729,876,864
ENSG00000148700,20645,27302,47768,39394
ENSG00000148702,0,0,0,4
ENSG00000148704,0,0,0,0
ENSG00000148719,1462,1052,1858,1856
ENSG00000148730,7401,5369,8070,8378
ENSG00000148734,0,0,0,3
ENSG00000148735,0,9,2,0
ENSG00000148737,66,56,124,94
ENSG00000148773,1198,1009,1052,1457
ENSG00000148795,0,0,0,0
ENSG00000148798,0,0,1,0
ENSG00000148803,161,107,186,190
ENSG00000148814,69,59,291,113
ENSG00000148824,197,160,276,288
ENSG00000148826,0,0,0,0
ENSG00000148832,137,93,141,120
ENSG00000148834,1415,958,1419,1303
ENSG00000148835,524,566,1064,866
ENSG00000148840,850,717,1152,1221
ENSG00000148841,7061,4493,6391,5290
ENSG00000148842,787,618,1127,1327
ENSG00000148843,1896,1869,2789,3225
ENSG00000148848,35,78,127,84
ENSG00000148908,3446,4082,5611,5181
ENSG00000148925,1691,1412,2640,2023
ENSG00000148926,8,8,38,40
ENSG00000148935,115,98,154,225
ENSG00000148942,0,0,0,0
ENSG00000148943,2407,3885,4174,2977
ENSG00000148948,0,0,0,0
ENSG00000148950,422,276,530,428
ENSG00000148965,0,0,0,1
ENSG00000148985,355,394,533,492
ENSG00000149016,179,182,254,345
ENSG00000149021,0,0,0,0
ENSG00000149043,0,0,0,0
ENSG00000149050,0,0,0,0
ENSG00000149054,8,0,3,2
ENSG00000149084,470,987,1025,781
ENSG00000149089,488,508,955,731
ENSG00000149090,0,0,0,0
ENSG00000149091,4709,3565,7660,7396
ENSG00000149100,9892,10464,15358,13235
ENSG00000149115,384,243,416,484
ENSG00000149124,0,0,0,0
ENSG00000149131,0,0,0,0
ENSG00000149133,0,0,0,0
ENSG00000149136,3541,2955,5435,5305
ENSG00000149150,425,401,536,481
ENSG00000149177,8076,5842,8455,9443
ENSG00000149179,248,205,318,353
ENSG00000149182,3413,2818,5622,5437
ENSG00000149187,6095,5221,8608,9582
ENSG00000149196,966,944,1427,1130
ENSG00000149201,32,42,39,36
ENSG00000149212,16157,24014,16877,19703
ENSG00000149218,1317,1418,2942,1705
ENSG00000149231,1845,2711,3459,2888
ENSG00000149243,16,17,21,24
ENSG00000149256,0,2,13,0
ENSG00000149257,184,180,208,264
ENSG00000149260,83,53,135,126
ENSG00000149262,2426,2211,4037,3705
ENSG00000149269,515,430,1263,735
ENSG00000149273,110057,98773,172406,132988
ENSG00000149289,35,39,23,52
ENSG00000149292,1121,935,1132,2200
ENSG00000149294,548,35,120,48
ENSG00000149295,0,0,0,0
ENSG00000149300,0,0,1,0
ENSG00000149305,0,0,0,0
ENSG00000149308,5974,9194,11607,10255
ENSG00000149311,49773,62547,105607,93927
ENSG00000149313,1572,1864,2296,1860
ENSG00000149328,142,98,77,137
ENSG00000149346,323,273,530,522
ENSG00000149357,1814,1446,2817,1997
ENSG00000149380,1,0,0,1
ENSG00000149403,0,18,0,3
ENSG00000149418,25,34,101,32
ENSG00000149428,3629,2929,6022,4300
ENSG00000149435,0,0,0,0
ENSG00000149443,0,0,0,0
ENSG00000149451,0,2,0,0
ENSG00000149452,0,0,0,0
ENSG00000149474,703,746,1168,1538
ENSG00000149476,480,436,674,733
ENSG00000149480,6419,5165,9274,9077
ENSG00000149483,1683,1298,2214,1817
ENSG00000149485,56,73,226,302
ENSG00000149488,0,0,8,0
ENSG00000149489,30,35,70,39
ENSG00000149499,1794,1481,3171,2715
ENSG00000149503,522,388,514,816
ENSG00000149506,1,3,8,12
ENSG00000149507,0,0,0,0
ENSG00000149516,0,5,1,0
ENSG00000149527,92,41,102,46
ENSG00000149531,166,130,419,337
ENSG00000149532,2359,1762,2622,3075
ENSG00000149534,0,0,0,0
ENSG00000149541,910,640,1378,1181
ENSG00000149547,1232,1075,2059,1713
ENSG00000149548,167,147,363,338
ENSG00000149554,317,307,562,368
ENSG00000149557,256,75,432,157
ENSG00000149564,22,21,33,41
ENSG00000149571,2,6,0,0
ENSG00000149573,11,32,47,13
ENSG00000149575,0,0,0,0
ENSG00000149577,928,719,1175,1281
ENSG00000149582,340,309,469,572
ENSG00000149591,154,79,131,211
ENSG00000149596,5,1,0,1
ENSG00000149599,0,0,0,0
ENSG00000149600,1106,896,1701,1272
ENSG00000149609,13,6,25,11
ENSG00000149633,0,0,0,0
ENSG00000149634,7,8,18,22
ENSG00000149635,0,0,0,0
ENSG00000149636,354,337,678,634
ENSG00000149639,61,65,64,59
ENSG00000149646,440,348,570,360
ENSG00000149651,0,0,0,0
ENSG00000149654,0,0,0,0
ENSG00000149656,2,5,4,4
ENSG00000149657,860,845,1356,1503
ENSG00000149658,2046,1283,2454,2369
ENSG00000149679,181,85,190,228
ENSG00000149716,660,729,881,1121
ENSG00000149735,0,0,0,0
ENSG00000149742,0,0,0,0
ENSG00000149743,295,270,415,413
ENSG00000149761,640,408,876,792
ENSG00000149781,2769,1782,3587,3425
ENSG00000149782,129,136,222,289
ENSG00000149792,2608,2139,3226,2972
ENSG00000149798,0,0,0,0
ENSG00000149806,29829,20596,34741,26603
ENSG00000149809,160,205,360,389
ENSG00000149823,5338,4926,8734,7462
ENSG00000149922,3,6,8,5
ENSG00000149923,2048,1246,2862,1981
ENSG00000149925,937,588,1030,978
ENSG00000149926,0,0,1,2
ENSG00000149927,0,12,0,4
ENSG00000149929,360,306,664,577
ENSG00000149930,1437,1134,1683,1807
ENSG00000149932,1750,1201,2605,2191
ENSG00000149948,0,0,0,0
ENSG00000149968,0,0,0,0
ENSG00000149970,573,796,1116,1135
ENSG00000149972,0,0,0,0
ENSG00000150045,1756,636,2089,499
ENSG00000150048,7,0,2,0
ENSG00000150051,0,0,2,3
ENSG00000150054,2392,2774,4210,3777
ENSG00000150093,24888,28551,46831,30677
ENSG00000150175,0,0,0,4
ENSG00000150201,0,0,0,0
ENSG00000150244,0,0,0,0
ENSG00000150261,0,0,0,0
ENSG00000150269,0,0,0,0
ENSG00000150275,0,0,0,0
ENSG00000150276,0,0,0,0
ENSG00000150281,4,0,6,2
ENSG00000150316,3332,3617,5393,4120
ENSG00000150337,21,2,13,10
ENSG00000150347,6823,8511,12231,7462
ENSG00000150361,0,0,0,0
ENSG00000150394,0,0,0,0
ENSG00000150401,342,288,506,601
ENSG00000150403,947,783,1384,1108
ENSG00000150433,342,353,636,559
ENSG00000150455,264,138,320,346
ENSG00000150456,271,206,201,253
ENSG00000150457,532,191,369,121
ENSG00000150459,6576,6882,11047,7785
ENSG00000150471,0,0,2,0
ENSG00000150477,901,1058,1212,1547
ENSG00000150510,0,0,0,1
ENSG00000150527,3185,2542,3810,3238
ENSG00000150540,24,11,78,38
ENSG00000150551,0,0,0,0
ENSG00000150556,0,0,0,0
ENSG00000150593,9496,10431,18209,14590
ENSG00000150594,0,0,0,0
ENSG00000150625,0,0,0,0
ENSG00000150627,9,23,69,59
ENSG00000150628,0,0,0,0
ENSG00000150630,0,0,0,0
ENSG00000150636,254,242,389,394
ENSG00000150637,6907,8047,10950,8489
ENSG00000150656,4,4,10,3
ENSG00000150667,72,66,53,48
ENSG00000150672,59,77,92,159
ENSG00000150676,2,0,4,0
ENSG00000150681,8,62,117,43
ENSG00000150687,2158,339,1122,1734
ENSG00000150712,1541,1293,2461,2016
ENSG00000150722,0,0,2,0
ENSG00000150732,0,0,0,0
ENSG00000150750,0,0,0,0
ENSG00000150753,2661,2850,6080,4440
ENSG00000150756,172,234,401,241
ENSG00000150760,7,10,9,14
ENSG00000150764,107,70,176,256
ENSG00000150768,1170,1132,1879,1233
ENSG00000150773,7,1,3,5
ENSG00000150776,2187,2003,3002,2471
ENSG00000150779,623,520,1008,843
ENSG00000150782,20,7,57,12
ENSG00000150783,10,8,15,5
ENSG00000150787,963,970,1373,1070
ENSG00000150867,13032,10510,19608,13366
ENSG00000150873,9,2,10,15
ENSG00000150893,0,0,2,0
ENSG00000150907,6652,6867,6595,9894
ENSG00000150938,336,327,768,526
ENSG00000150961,866,876,1205,1016
ENSG00000150967,115,135,213,184
ENSG00000150977,1165,1018,2121,1576
ENSG00000150990,1105,883,1803,1639
ENSG00000150991,113680,110954,194605,125442
ENSG00000150995,5683,6152,9737,9889
ENSG00000151005,0,1,0,0
ENSG00000151006,100,120,228,191
ENSG00000151012,38,33,40,29
ENSG00000151014,405,481,512,344
ENSG00000151023,5,3,3,3
ENSG00000151025,0,0,0,0
ENSG00000151033,0,0,0,0
ENSG00000151062,284,360,300,615
ENSG00000151065,299,341,618,454
ENSG00000151067,36,21,57,27
ENSG00000151079,0,0,0,0
ENSG00000151090,0,0,0,0
ENSG00000151092,1823,2025,3599,3000
ENSG00000151093,436,276,610,545
ENSG00000151116,446,428,916,502
ENSG00000151117,261,246,322,508
ENSG00000151131,782,829,917,1035
ENSG00000151135,1418,1773,2643,1863
ENSG00000151136,1439,2090,2358,2837
ENSG00000151148,1561,1313,2390,2495
ENSG00000151150,3402,5350,6089,9114
ENSG00000151151,540,654,849,592
ENSG00000151164,55,79,77,68
ENSG00000151176,399,172,314,291
ENSG00000151208,0,0,0,0
ENSG00000151224,0,0,0,0
ENSG00000151229,320,380,618,353
ENSG00000151233,1567,1881,1982,1815
ENSG00000151239,4610,5629,7520,4128
ENSG00000151240,266,413,420,583
ENSG00000151247,1852,2147,3343,2419
ENSG00000151276,3,0,3,3
ENSG00000151287,233,225,290,308
ENSG00000151292,12034,8686,12681,9512
ENSG00000151303,0,0,0,0
ENSG00000151304,1213,1071,1754,1427
ENSG00000151320,189,398,237,158
ENSG00000151322,0,0,0,0
ENSG00000151327,1117,1121,1908,1576
ENSG00000151332,1419,1468,1732,1287
ENSG00000151338,2,30,59,55
ENSG00000151348,1731,1641,2910,2316
ENSG00000151353,1119,902,1581,1376
ENSG00000151360,0,0,0,0
ENSG00000151364,7,0,9,6
ENSG00000151365,0,0,0,0
ENSG00000151366,568,730,1179,643
ENSG00000151376,215,315,191,413
ENSG00000151379,0,0,0,0
ENSG00000151388,2,3,1,5
ENSG00000151413,276,351,599,500
ENSG00000151414,2316,3965,6209,3484
ENSG00000151418,0,0,0,0
ENSG00000151422,1416,1683,1906,1838
ENSG00000151445,817,568,1040,1045
ENSG00000151458,33,38,95,66
ENSG00000151461,3556,4068,6466,5955
ENSG00000151465,1566,1358,3018,2132
ENSG00000151466,5517,2969,5130,4670
ENSG00000151468,8,4,7,5
ENSG00000151470,467,865,1029,1072
ENSG00000151474,29,33,65,41
ENSG00000151475,0,0,0,0
ENSG00000151490,110,185,213,338
ENSG00000151491,170,200,502,438
ENSG00000151498,906,634,1409,1431
ENSG00000151500,1240,1534,2312,2109
ENSG00000151502,3143,1929,3925,3806
ENSG00000151503,1532,1941,2248,2470
ENSG00000151532,3194,3065,4659,4108
ENSG00000151552,224,205,309,352
ENSG00000151553,3152,2973,5849,4095
ENSG00000151572,0,0,0,0
ENSG00000151575,45,77,61,63
ENSG00000151576,1126,1059,1818,1666
ENSG00000151577,2,3,6,1
ENSG00000151611,521,503,757,957
ENSG00000151612,1040,651,1154,1147
ENSG00000151615,0,0,0,0
ENSG00000151617,0,0,0,0
ENSG00000151623,3097,3546,4862,5522
ENSG00000151631,0,0,0,0
ENSG00000151632,3,51,3,89
ENSG00000151640,20,90,172,24
ENSG00000151650,7,6,7,9
ENSG00000151651,2812,2289,3672,2602
ENSG00000151655,1,0,0,0
ENSG00000151657,719,524,1121,891
ENSG00000151665,304,329,539,604
ENSG00000151687,848,714,1087,1001
ENSG00000151689,222,137,177,157
ENSG00000151690,2687,2411,3615,4100
ENSG00000151692,2358,2034,2729,3240
ENSG00000151693,9,9,11,2
ENSG00000151694,2183,1876,3313,2772
ENSG00000151702,5771,6117,9165,7389
ENSG00000151704,23,26,80,40
ENSG00000151715,186,81,222,329
ENSG00000151718,288,317,718,565
ENSG00000151725,284,257,407,407
ENSG00000151726,466,430,917,790
ENSG00000151729,158,212,495,287
ENSG00000151743,451,475,629,588
ENSG00000151746,564,617,609,657
ENSG00000151748,445,437,643,655
ENSG00000151773,77,116,76,28
ENSG00000151778,5,6,15,9
ENSG00000151779,5710,6275,9913,9915
ENSG00000151789,0,0,0,0
ENSG00000151790,0,0,0,0
ENSG00000151806,1176,1406,2002,2143
ENSG00000151812,0,0,0,0
ENSG00000151834,0,0,0,0
ENSG00000151835,5752,7812,11794,8732
ENSG00000151838,0,0,1,0
ENSG00000151846,186,137,99,284
ENSG00000151849,396,519,781,590
ENSG00000151876,444,483,780,792
ENSG00000151881,456,518,749,547
ENSG00000151882,443,522,707,669
ENSG00000151883,16879,19822,32930,24556
ENSG00000151892,0,0,0,0
ENSG00000151893,2757,2617,4679,3928
ENSG00000151914,391,575,2789,1246
ENSG00000151917,3,0,5,0
ENSG00000151923,3272,3272,3814,3942
ENSG00000151929,1312,1043,1185,1692
ENSG00000151948,8,15,11,10
ENSG00000151952,0,0,0,0
ENSG00000151962,0,0,6,0
ENSG00000151963,0,3,0,5
ENSG00000151967,5,1,5,0
ENSG00000152034,0,0,0,0
ENSG00000152049,0,0,0,0
ENSG00000152056,33,35,60,30
ENSG00000152061,8744,8353,13309,9908
ENSG00000152076,3,4,2,2
ENSG00000152078,1,28,20,2
ENSG00000152082,2787,2534,4478,3569
ENSG00000152086,0,0,0,0
ENSG00000152092,0,0,0,0
ENSG00000152093,0,0,0,0
ENSG00000152102,5597,4360,7999,7425
