representative_ID,module,representative_term,representative_score,p.adjust,Count,GeneRatio,status,minus_log10_padj
GO:0007156,Module 1,"homophilic cell adhesion via plasma membrane
adhesion molecules",8.530996845678997,8.583339709420886e-6,78,78/1306,Significant,5.066343698729022
GO:0007156,Module 2,"homophilic cell adhesion via plasma membrane
adhesion molecules",8.530996845678997,2.944443019483171e-9,29,29/1076,Significant,8.530996845678997
GO:0007156,Module 3,"homophilic cell adhesion via plasma membrane
adhesion molecules",8.530996845678997,NA,NA,NA,NS,NA
GO:0007156,Module 4,"homophilic cell adhesion via plasma membrane
adhesion molecules",8.530996845678997,NA,NA,NA,NS,NA
GO:0007156,Module 5,"homophilic cell adhesion via plasma membrane
adhesion molecules",8.530996845678997,4.540632915079443e-4,58,58/1027,Significant,3.342883606973608
GO:0007156,Module 6,"homophilic cell adhesion via plasma membrane
adhesion molecules",8.530996845678997,NA,NA,NA,NS,NA
GO:0007389,Module 1,pattern specification process,8.530996845678997,NA,NA,NA,NS,NA
GO:0007389,Module 2,pattern specification process,8.530996845678997,2.944443019483171e-9,69,69/1076,Significant,8.530996845678997
GO:0007389,Module 3,pattern specification process,8.530996845678997,NA,NA,NA,NS,NA
GO:0007389,Module 4,pattern specification process,8.530996845678997,NA,NA,NA,NS,NA
GO:0007389,Module 5,pattern specification process,8.530996845678997,0.0031533641576736602,45,45/1027,Significant,2.5012258730402324
GO:0007389,Module 6,pattern specification process,8.530996845678997,NA,NA,NA,NS,NA
GO:0072001,Module 1,renal system development,8.302910356607985,0.02185860719049488,14,14/1306,Significant,1.6603775143329536
GO:0072001,Module 2,renal system development,8.302910356607985,4.9783983426019005e-9,54,54/1076,Significant,8.302910356607985
GO:0072001,Module 3,renal system development,8.302910356607985,NA,NA,NA,NS,NA
GO:0072001,Module 4,renal system development,8.302910356607985,NA,NA,NA,NS,NA
GO:0072001,Module 5,renal system development,8.302910356607985,NA,NA,NA,NS,NA
GO:0072001,Module 6,renal system development,8.302910356607985,NA,NA,NA,NS,NA
GO:0001763,Module 1,morphogenesis of a branching structure,7.22818023489039,NA,NA,NA,NS,NA
