Geneid,module,Ensembl,gene_symbol,gene_type
ENSG00000134698.13,Module 1,ENSG00000134698,AGO4,protein_coding
ENSG00000163421.10,Module 3,ENSG00000163421,PROK2,protein_coding
ENSG00000111817.21,Module 4,ENSG00000111817,DSE,protein_coding
ENSG00000164649.22,Module 3,ENSG00000164649,CDCA7L,protein_coding
ENSG00000104921.16,Module 1,ENSG00000104921,FCER2,protein_coding
ENSG00000136732.18,Module 6,ENSG00000136732,GYPC,protein_coding
ENSG00000145103.17,Module 2,ENSG00000145103,ILDR1,protein_coding
ENSG00000053747.18,Module 6,ENSG00000053747,LAMA3,protein_coding
ENSG00000165507.11,Module 1,ENSG00000165507,DEPP1,protein_coding
ENSG00000085831.18,Module 1,ENSG00000085831,TTC39A,protein_coding
ENSG00000144452.15,Module 1,ENSG00000144452,ABCA12,protein_coding
ENSG00000109684.17,Module 1,ENSG00000109684,CLNK,protein_coding
ENSG00000189283.12,Module 3,ENSG00000189283,FHIT,protein_coding
ENSG00000104267.12,Module 3,ENSG00000104267,CA2,protein_coding
ENSG00000214194.11,Module 5,ENSG00000214194,SMIM30,protein_coding
ENSG00000151320.13,Module 3,ENSG00000151320,AKAP6,protein_coding
ENSG00000173482.18,Module 1,ENSG00000173482,PTPRM,protein_coding
ENSG00000134986.16,Module 4,ENSG00000134986,NREP,protein_coding
ENSG00000110076.22,Module 5,ENSG00000110076,NRXN2,protein_coding
ENSG00000239697.14,Module 1,ENSG00000239697,TNFSF12,protein_coding
ENSG00000138640.17,Module 1,ENSG00000138640,FAM13A,protein_coding
ENSG00000105974.15,Module 3,ENSG00000105974,CAV1,protein_coding
ENSG00000122778.12,Module 5,ENSG00000122778,KIAA1549,protein_coding
ENSG00000105854.15,Module 1,ENSG00000105854,PON2,protein_coding
ENSG00000079462.10,Module 2,ENSG00000079462,PAFAH1B3,protein_coding
ENSG00000204397.13,Module 1,ENSG00000204397,CARD16,protein_coding
ENSG00000196664.6,Module 1,ENSG00000196664,TLR7,protein_coding
ENSG00000123843.15,Module 1,ENSG00000123843,C4BPB,protein_coding
ENSG00000147592.11,Module 5,ENSG00000147592,LACTB2,protein_coding
ENSG00000182359.17,Module 3,ENSG00000182359,KBTBD3,protein_coding
ENSG00000121101.18,Module 3,ENSG00000121101,TEX14,protein_coding
ENSG00000170231.18,Module 5,ENSG00000170231,FABP6,protein_coding
ENSG00000075043.23,Module 1,ENSG00000075043,KCNQ2,protein_coding
ENSG00000165322.20,Module 2,ENSG00000165322,ARHGAP12,protein_coding
ENSG00000101384.14,Module 3,ENSG00000101384,JAG1,protein_coding
ENSG00000181315.13,Module 4,ENSG00000181315,ZNF322,protein_coding
ENSG00000105991.11,Module 5,ENSG00000105991,HOXA1,protein_coding
ENSG00000138378.22,Module 1,ENSG00000138378,STAT4,protein_coding
ENSG00000113369.10,Module 3,ENSG00000113369,ARRDC3,protein_coding
ENSG00000168421.15,Module 5,ENSG00000168421,RHOH,protein_coding
ENSG00000198286.13,Module 5,ENSG00000198286,CARD11,protein_coding
ENSG00000157110.18,Module 1,ENSG00000157110,RBPMS,protein_coding
ENSG00000189171.18,Module 1,ENSG00000189171,S100A13,protein_coding
ENSG00000113946.6,Module 1,ENSG00000113946,CLDN16,protein_coding
ENSG00000039523.22,Module 4,ENSG00000039523,RIPOR1,protein_coding
ENSG00000039068.22,Module 1,ENSG00000039068,CDH1,protein_coding
ENSG00000188322.9,Module 5,ENSG00000188322,SBK1,protein_coding
ENSG00000127990.21,Module 3,ENSG00000127990,SGCE,protein_coding
ENSG00000141753.9,Module 2,ENSG00000141753,IGFBP4,protein_coding
ENSG00000095397.20,Module 1,ENSG00000095397,WHRN,protein_coding
ENSG00000101400.8,Module 4,ENSG00000101400,SNTA1,protein_coding
ENSG00000196839.16,Module 6,ENSG00000196839,ADA,protein_coding
ENSG00000107954.13,Module 1,ENSG00000107954,NEURL1,protein_coding
ENSG00000171208.12,Module 4,ENSG00000171208,NETO2,protein_coding
ENSG00000167693.18,Module 4,ENSG00000167693,NXN,protein_coding
ENSG00000081237.24,Module 6,ENSG00000081237,PTPRC,protein_coding
ENSG00000213889.13,Module 1,ENSG00000213889,PPM1N,protein_coding
ENSG00000171777.18,Module 2,ENSG00000171777,RASGRP4,protein_coding
ENSG00000104312.10,Module 3,ENSG00000104312,RIPK2,protein_coding
ENSG00000171045.18,Module 5,ENSG00000171045,TSNARE1,protein_coding
ENSG00000136514.4,Module 1,ENSG00000136514,RTP4,protein_coding
ENSG00000116117.21,Module 3,ENSG00000116117,PARD3B,protein_coding
ENSG00000154319.18,Module 2,ENSG00000154319,FAM167A,protein_coding
ENSG00000136848.20,Module 6,ENSG00000136848,DAB2IP,protein_coding
ENSG00000100298.17,Module 1,ENSG00000100298,APOBEC3H,protein_coding
ENSG00000144015.6,Module 1,ENSG00000144015,TRIM43,protein_coding
ENSG00000189420.11,Module 1,ENSG00000189420,ZFP92,protein_coding
ENSG00000235750.12,Module 1,ENSG00000235750,KIAA0040,protein_coding
ENSG00000137267.9,Module 3,ENSG00000137267,TUBB2A,protein_coding
ENSG00000198353.9,Module 1,ENSG00000198353,HOXC4,protein_coding
ENSG00000111110.14,Module 4,ENSG00000111110,PPM1H,protein_coding
ENSG00000095203.17,Module 5,ENSG00000095203,EPB41L4B,protein_coding
ENSG00000012124.19,Module 1,ENSG00000012124,CD22,protein_coding
ENSG00000133315.14,Module 5,ENSG00000133315,MACROD1,protein_coding
ENSG00000111846.22,Module 1,ENSG00000111846,GCNT2,protein_coding
ENSG00000162433.17,Module 1,ENSG00000162433,AK4,protein_coding
ENSG00000160191.20,Module 1,ENSG00000160191,PDE9A,protein_coding
ENSG00000186716.23,Module 2,ENSG00000186716,BCR,protein_coding
ENSG00000081026.21,Module 3,ENSG00000081026,MAGI3,protein_coding
ENSG00000163606.12,Module 6,ENSG00000163606,CD200R1,protein_coding
ENSG00000163694.17,Module 1,ENSG00000163694,RBM47,protein_coding
ENSG00000151276.25,Module 1,ENSG00000151276,MAGI1,protein_coding
ENSG00000168542.20,Module 2,ENSG00000168542,COL3A1,protein_coding
ENSG00000078596.13,Module 5,ENSG00000078596,ITM2A,protein_coding
ENSG00000139722.9,Module 2,ENSG00000139722,VPS37B,protein_coding
ENSG00000092445.14,Module 2,ENSG00000092445,TYRO3,protein_coding
ENSG00000163564.16,Module 1,ENSG00000163564,PYHIN1,protein_coding
ENSG00000114374.15,Module 1,ENSG00000114374,USP9Y,protein_coding
ENSG00000154930.17,Module 4,ENSG00000154930,ACSS1,protein_coding
ENSG00000162777.19,Module 1,ENSG00000162777,DENND2D,protein_coding
ENSG00000138760.13,Module 4,ENSG00000138760,SCARB2,protein_coding
ENSG00000082512.17,Module 4,ENSG00000082512,TRAF5,protein_coding
ENSG00000137766.19,Module 2,ENSG00000137766,UNC13C,protein_coding
ENSG00000253276.5,Module 1,ENSG00000253276,CCDC71L,protein_coding
ENSG00000120885.24,Module 4,ENSG00000120885,CLU,protein_coding
ENSG00000152527.16,Module 1,ENSG00000152527,PLEKHH2,protein_coding
ENSG00000152582.16,Module 1,ENSG00000152582,SPEF2,protein_coding
ENSG00000166444.21,Module 1,ENSG00000166444,DENND2B,protein_coding
ENSG00000117139.20,Module 2,ENSG00000117139,KDM5B,protein_coding
ENSG00000227507.4,Module 1,ENSG00000227507,LTB,protein_coding
ENSG00000174500.14,Module 1,ENSG00000174500,GCSAM,protein_coding
ENSG00000120549.21,Module 1,ENSG00000120549,KIAA1217,protein_coding
ENSG00000118263.18,Module 3,ENSG00000118263,KLF7,protein_coding
ENSG00000131941.9,Module 1,ENSG00000131941,RHPN2,protein_coding
ENSG00000107796.16,Module 5,ENSG00000107796,ACTA2,protein_coding
ENSG00000139880.22,Module 4,ENSG00000139880,CDH24,protein_coding
ENSG00000113494.19,Module 1,ENSG00000113494,PRLR,protein_coding
ENSG00000198963.12,Module 3,ENSG00000198963,RORB,protein_coding
ENSG00000185686.18,Module 1,ENSG00000185686,PRAME,protein_coding
ENSG00000180828.3,Module 4,ENSG00000180828,BHLHE22,protein_coding
ENSG00000135269.20,Module 5,ENSG00000135269,TES,protein_coding
ENSG00000010319.9,Module 3,ENSG00000010319,SEMA3G,protein_coding
ENSG00000005884.20,Module 5,ENSG00000005884,ITGA3,protein_coding
ENSG00000073008.18,Module 5,ENSG00000073008,PVR,protein_coding
ENSG00000169896.20,Module 1,ENSG00000169896,ITGAM,protein_coding
ENSG00000178053.22,Module 3,ENSG00000178053,MLF1,protein_coding
ENSG00000135605.15,Module 5,ENSG00000135605,TEC,protein_coding
ENSG00000183775.12,Module 2,ENSG00000183775,KCTD16,protein_coding
ENSG00000147231.15,Module 3,ENSG00000147231,RADX,protein_coding
ENSG00000169194.10,Module 1,ENSG00000169194,IL13,protein_coding
ENSG00000254997.4,Module 3,ENSG00000254997,KRTAP5-9,protein_coding
ENSG00000100979.17,Module 1,ENSG00000100979,PLTP,protein_coding
ENSG00000205730.7,Module 1,ENSG00000205730,ITPRIPL2,protein_coding
ENSG00000136327.7,Module 1,ENSG00000136327,NKX2-8,protein_coding
ENSG00000137078.12,Module 1,ENSG00000137078,SIT1,protein_coding
ENSG00000156103.17,Module 3,ENSG00000156103,MMP16,protein_coding
ENSG00000164749.14,Module 3,ENSG00000164749,HNF4G,protein_coding
ENSG00000115604.14,Module 1,ENSG00000115604,IL18R1,protein_coding
ENSG00000162086.18,Module 6,ENSG00000162086,ZNF75A,protein_coding
ENSG00000134901.16,Module 5,ENSG00000134901,POGLUT2,protein_coding
ENSG00000010803.20,Module 1,ENSG00000010803,SCMH1,protein_coding
ENSG00000172179.14,Module 3,ENSG00000172179,PRL,protein_coding
ENSG00000196659.10,Module 3,ENSG00000196659,IFT70B,protein_coding
ENSG00000138613.16,Module 1,ENSG00000138613,APH1B,protein_coding
ENSG00000205704.11,Module 1,ENSG00000205704,SMIM45,protein_coding
ENSG00000114861.26,Module 5,ENSG00000114861,FOXP1,protein_coding
ENSG00000185818.9,Module 3,ENSG00000185818,NAT8L,protein_coding
ENSG00000085871.11,Module 1,ENSG00000085871,MGST2,protein_coding
ENSG00000101333.21,Module 3,ENSG00000101333,PLCB4,protein_coding
ENSG00000180806.6,Module 1,ENSG00000180806,HOXC9,protein_coding
ENSG00000147647.15,Module 3,ENSG00000147647,DPYS,protein_coding
ENSG00000169855.22,Module 2,ENSG00000169855,ROBO1,protein_coding
ENSG00000172349.20,Module 5,ENSG00000172349,IL16,protein_coding
ENSG00000133740.13,Module 3,ENSG00000133740,E2F5,protein_coding
ENSG00000152078.12,Module 3,ENSG00000152078,TLCD4,protein_coding
ENSG00000131398.15,Module 1,ENSG00000131398,KCNC3,protein_coding
ENSG00000187624.10,Module 3,ENSG00000187624,LIAT1,protein_coding
ENSG00000073756.13,Module 1,ENSG00000073756,PTGS2,protein_coding
ENSG00000145911.9,Module 5,ENSG00000145911,N4BP3,protein_coding
ENSG00000154845.18,Module 1,ENSG00000154845,PPP4R1,protein_coding
ENSG00000126259.22,Module 1,ENSG00000126259,KIRREL2,protein_coding
ENSG00000186998.18,Module 6,ENSG00000186998,EMID1,protein_coding
ENSG00000185499.17,Module 1,ENSG00000185499,MUC1,protein_coding
ENSG00000168118.14,Module 2,ENSG00000168118,RAB4A,protein_coding
ENSG00000104361.12,Module 3,ENSG00000104361,NIPAL2,protein_coding
ENSG00000132274.19,Module 1,ENSG00000132274,TRIM22,protein_coding
ENSG00000082014.17,Module 5,ENSG00000082014,SMARCD3,protein_coding
ENSG00000133805.18,Module 5,ENSG00000133805,AMPD3,protein_coding
ENSG00000171604.14,Module 4,ENSG00000171604,CXXC5,protein_coding
ENSG00000189057.13,Module 4,ENSG00000189057,FAM111B,protein_coding
ENSG00000159388.7,Module 2,ENSG00000159388,BTG2,protein_coding
ENSG00000107819.17,Module 1,ENSG00000107819,SFXN3,protein_coding
ENSG00000197872.13,Module 3,ENSG00000197872,CYRIA,protein_coding
ENSG00000145934.18,Module 2,ENSG00000145934,TENM2,protein_coding
ENSG00000138684.9,Module 3,ENSG00000138684,IL21,protein_coding
ENSG00000081665.16,Module 1,ENSG00000081665,ZNF506,protein_coding
ENSG00000006740.20,Module 4,ENSG00000006740,ARHGAP44,protein_coding
ENSG00000159228.14,Module 5,ENSG00000159228,CBR1,protein_coding
ENSG00000108797.13,Module 1,ENSG00000108797,CNTNAP1,protein_coding
ENSG00000089876.14,Module 2,ENSG00000089876,DHX32,protein_coding
ENSG00000150967.21,Module 1,ENSG00000150967,ABCB9,protein_coding
ENSG00000076826.12,Module 6,ENSG00000076826,CAMSAP3,protein_coding
ENSG00000181104.8,Module 2,ENSG00000181104,F2R,protein_coding
ENSG00000149548.17,Module 6,ENSG00000149548,CCDC15,protein_coding
ENSG00000186918.16,Module 5,ENSG00000186918,ZNF395,protein_coding
ENSG00000115457.12,Module 5,ENSG00000115457,IGFBP2,protein_coding
ENSG00000170425.5,Module 3,ENSG00000170425,ADORA2B,protein_coding
ENSG00000101230.7,Module 4,ENSG00000101230,ISM1,protein_coding
ENSG00000131634.16,Module 1,ENSG00000131634,TMEM204,protein_coding
ENSG00000087258.18,Module 1,ENSG00000087258,GNAO1,protein_coding
ENSG00000108821.16,Module 1,ENSG00000108821,COL1A1,protein_coding
ENSG00000072210.21,Module 2,ENSG00000072210,ALDH3A2,protein_coding
ENSG00000085662.16,Module 4,ENSG00000085662,AKR1B1,protein_coding
ENSG00000185760.19,Module 3,ENSG00000185760,KCNQ5,protein_coding
ENSG00000198910.16,Module 5,ENSG00000198910,L1CAM,protein_coding
ENSG00000145703.18,Module 5,ENSG00000145703,IQGAP2,protein_coding
ENSG00000158769.21,Module 5,ENSG00000158769,F11R,protein_coding
ENSG00000157388.21,Module 1,ENSG00000157388,CACNA1D,protein_coding
ENSG00000188921.16,Module 3,ENSG00000188921,HACD4,protein_coding
ENSG00000178184.17,Module 3,ENSG00000178184,PARD6G,protein_coding
ENSG00000120451.12,Module 3,ENSG00000120451,SNX19,protein_coding
ENSG00000160013.12,Module 1,ENSG00000160013,PTGIR,protein_coding
ENSG00000151552.15,Module 3,ENSG00000151552,QDPR,protein_coding
ENSG00000138771.18,Module 1,ENSG00000138771,SHROOM3,protein_coding
ENSG00000215845.13,Module 1,ENSG00000215845,TSTD1,protein_coding
ENSG00000141179.15,Module 2,ENSG00000141179,PCTP,protein_coding
ENSG00000086289.14,Module 3,ENSG00000086289,EPDR1,protein_coding
ENSG00000111863.15,Module 1,ENSG00000111863,ADTRP,protein_coding
ENSG00000155926.16,Module 3,ENSG00000155926,SLA,protein_coding
ENSG00000078043.18,Module 3,ENSG00000078043,PIAS2,protein_coding
ENSG00000141448.13,Module 1,ENSG00000141448,GATA6,protein_coding
ENSG00000134184.15,Module 4,ENSG00000134184,GSTM1,protein_coding
ENSG00000136383.9,Module 1,ENSG00000136383,ALPK3,protein_coding
ENSG00000115008.8,Module 2,ENSG00000115008,IL1A,protein_coding
ENSG00000180667.11,Module 2,ENSG00000180667,YOD1,protein_coding
ENSG00000113742.15,Module 3,ENSG00000113742,CPEB4,protein_coding
ENSG00000184709.8,Module 3,ENSG00000184709,LRRC26,protein_coding
ENSG00000197183.16,Module 5,ENSG00000197183,NOL4L,protein_coding
ENSG00000152127.11,Module 1,ENSG00000152127,MGAT5,protein_coding
ENSG00000268480.4,Module 1,ENSG00000268480,NFILZ,protein_coding
ENSG00000196437.14,Module 2,ENSG00000196437,ZNF569,protein_coding
ENSG00000144724.20,Module 2,ENSG00000144724,PTPRG,protein_coding
ENSG00000197757.9,Module 1,ENSG00000197757,HOXC6,protein_coding
ENSG00000173548.10,Module 2,ENSG00000173548,SNX33,protein_coding
ENSG00000120318.18,Module 1,ENSG00000120318,ARAP3,protein_coding
ENSG00000168961.19,Module 5,ENSG00000168961,LGALS9,protein_coding
ENSG00000154451.17,Module 1,ENSG00000154451,GBP5,protein_coding
ENSG00000107338.12,Module 3,ENSG00000107338,SHB,protein_coding
ENSG00000072840.15,Module 3,ENSG00000072840,EVC,protein_coding
ENSG00000196878.17,Module 1,ENSG00000196878,LAMB3,protein_coding
ENSG00000082438.20,Module 4,ENSG00000082438,COBLL1,protein_coding
ENSG00000153165.19,Module 1,ENSG00000153165,RGPD3,protein_coding
ENSG00000174939.13,Module 1,ENSG00000174939,ASPHD1,protein_coding
ENSG00000188760.13,Module 1,ENSG00000188760,TMEM198,protein_coding
ENSG00000115339.17,Module 4,ENSG00000115339,GALNT3,protein_coding
ENSG00000163171.10,Module 1,ENSG00000163171,CDC42EP3,protein_coding
ENSG00000175449.17,Module 4,ENSG00000175449,RFESD,protein_coding
ENSG00000135378.6,Module 3,ENSG00000135378,PRRG4,protein_coding
ENSG00000108771.15,Module 1,ENSG00000108771,DHX58,protein_coding
ENSG00000125848.12,Module 1,ENSG00000125848,FLRT3,protein_coding
ENSG00000134247.12,Module 2,ENSG00000134247,PTGFRN,protein_coding
ENSG00000118596.14,Module 4,ENSG00000118596,SLC16A7,protein_coding
ENSG00000104689.12,Module 5,ENSG00000104689,TNFRSF10A,protein_coding
ENSG00000166387.16,Module 1,ENSG00000166387,PPFIBP2,protein_coding
ENSG00000148053.20,Module 1,ENSG00000148053,NTRK2,protein_coding
ENSG00000124429.20,Module 2,ENSG00000124429,POF1B,protein_coding
ENSG00000158716.11,Module 1,ENSG00000158716,DUSP23,protein_coding
ENSG00000132205.13,Module 1,ENSG00000132205,EMILIN2,protein_coding
ENSG00000125731.15,Module 5,ENSG00000125731,SH2D3A,protein_coding
ENSG00000165474.10,Module 1,ENSG00000165474,GJB2,protein_coding
ENSG00000003400.18,Module 5,ENSG00000003400,CASP10,protein_coding
ENSG00000145990.12,Module 5,ENSG00000145990,GFOD1,protein_coding
ENSG00000188580.17,Module 3,ENSG00000188580,NKAIN2,protein_coding
ENSG00000015475.21,Module 5,ENSG00000015475,BID,protein_coding
ENSG00000173040.15,Module 1,ENSG00000173040,EVC2,protein_coding
ENSG00000159335.20,Module 3,ENSG00000159335,PTMS,protein_coding
ENSG00000140505.9,Module 1,ENSG00000140505,CYP1A2,protein_coding
ENSG00000138639.19,Module 3,ENSG00000138639,ARHGAP24,protein_coding
ENSG00000158639.14,Module 1,ENSG00000158639,PAGE5,protein_coding
ENSG00000129244.11,Module 1,ENSG00000129244,ATP1B2,protein_coding
ENSG00000147642.19,Module 1,ENSG00000147642,SYBU,protein_coding
ENSG00000148468.19,Module 2,ENSG00000148468,FAM171A1,protein_coding
ENSG00000049449.12,Module 4,ENSG00000049449,RCN1,protein_coding
ENSG00000176485.16,Module 2,ENSG00000176485,PLAAT3,protein_coding
ENSG00000135503.15,Module 5,ENSG00000135503,ACVR1B,protein_coding
ENSG00000148175.15,Module 5,ENSG00000148175,STOM,protein_coding
ENSG00000103855.20,Module 2,ENSG00000103855,CD276,protein_coding
ENSG00000265972.8,Module 5,ENSG00000265972,TXNIP,protein_coding
ENSG00000102401.22,Module 3,ENSG00000102401,ARMCX3,protein_coding
ENSG00000204291.14,Module 1,ENSG00000204291,COL15A1,protein_coding
ENSG00000137558.10,Module 3,ENSG00000137558,PI15,protein_coding
ENSG00000165383.13,Module 1,ENSG00000165383,LRRC18,protein_coding
ENSG00000172456.20,Module 1,ENSG00000172456,FGGY,protein_coding
ENSG00000136237.21,Module 1,ENSG00000136237,RAPGEF5,protein_coding
ENSG00000172164.16,Module 1,ENSG00000172164,SNTB1,protein_coding
ENSG00000125245.15,Module 1,ENSG00000125245,GPR18,protein_coding
ENSG00000178075.22,Module 3,ENSG00000178075,GRAMD1C,protein_coding
ENSG00000197056.14,Module 1,ENSG00000197056,ZMYM1,protein_coding
ENSG00000177103.15,Module 1,ENSG00000177103,DSCAML1,protein_coding
ENSG00000184349.15,Module 3,ENSG00000184349,EFNA5,protein_coding
ENSG00000005073.7,Module 1,ENSG00000005073,HOXA11,protein_coding
ENSG00000138646.11,Module 4,ENSG00000138646,HERC5,protein_coding
ENSG00000145246.16,Module 4,ENSG00000145246,ATP10D,protein_coding
ENSG00000071282.14,Module 4,ENSG00000071282,LMCD1,protein_coding
ENSG00000186891.15,Module 1,ENSG00000186891,TNFRSF18,protein_coding
ENSG00000187134.16,Module 3,ENSG00000187134,AKR1C1,protein_coding
ENSG00000130751.12,Module 1,ENSG00000130751,NPAS1,protein_coding
ENSG00000005882.14,Module 2,ENSG00000005882,PDK2,protein_coding
ENSG00000182463.17,Module 1,ENSG00000182463,TSHZ2,protein_coding
ENSG00000175274.21,Module 1,ENSG00000175274,TP53I11,protein_coding
ENSG00000132681.18,Module 2,ENSG00000132681,ATP1A4,protein_coding
ENSG00000127989.16,Module 4,ENSG00000127989,MTERF1,protein_coding
ENSG00000186806.8,Module 2,ENSG00000186806,VSIG10L,protein_coding
ENSG00000113790.13,Module 2,ENSG00000113790,EHHADH,protein_coding
ENSG00000154134.16,Module 1,ENSG00000154134,ROBO3,protein_coding
ENSG00000169902.17,Module 2,ENSG00000169902,TPST1,protein_coding
ENSG00000083290.22,Module 1,ENSG00000083290,ULK2,protein_coding
ENSG00000177426.24,Module 1,ENSG00000177426,TGIF1,protein_coding
ENSG00000115602.19,Module 1,ENSG00000115602,IL1RL1,protein_coding
ENSG00000164256.11,Module 1,ENSG00000164256,PRDM9,protein_coding
ENSG00000183044.14,Module 5,ENSG00000183044,ABAT,protein_coding
ENSG00000114993.18,Module 1,ENSG00000114993,RTKN,protein_coding
ENSG00000117281.18,Module 3,ENSG00000117281,CD160,protein_coding
ENSG00000069431.16,Module 1,ENSG00000069431,ABCC9,protein_coding
ENSG00000169245.7,Module 2,ENSG00000169245,CXCL10,protein_coding
ENSG00000152669.10,Module 4,ENSG00000152669,CCNO,protein_coding
ENSG00000149639.17,Module 5,ENSG00000149639,MTCL2,protein_coding
ENSG00000104447.15,Module 4,ENSG00000104447,TRPS1,protein_coding
ENSG00000185669.7,Module 3,ENSG00000185669,SNAI3,protein_coding
ENSG00000128833.15,Module 1,ENSG00000128833,MYO5C,protein_coding
ENSG00000176463.15,Module 2,ENSG00000176463,SLCO3A1,protein_coding
ENSG00000150893.12,Module 1,ENSG00000150893,FREM2,protein_coding
ENSG00000132429.12,Module 1,ENSG00000132429,POPDC3,protein_coding
ENSG00000096996.17,Module 5,ENSG00000096996,IL12RB1,protein_coding
ENSG00000139117.16,Module 1,ENSG00000139117,CPNE8,protein_coding
ENSG00000113263.16,Module 5,ENSG00000113263,ITK,protein_coding
ENSG00000196569.15,Module 1,ENSG00000196569,LAMA2,protein_coding
ENSG00000163599.18,Module 1,ENSG00000163599,CTLA4,protein_coding
ENSG00000174792.12,Module 1,ENSG00000174792,ODAPH,protein_coding
ENSG00000154645.15,Module 1,ENSG00000154645,CHODL,protein_coding
ENSG00000166049.11,Module 3,ENSG00000166049,PASD1,protein_coding
ENSG00000165272.18,Module 5,ENSG00000165272,AQP3,protein_coding
ENSG00000186907.9,Module 1,ENSG00000186907,RTN4RL2,protein_coding
ENSG00000108375.15,Module 6,ENSG00000108375,RNF43,protein_coding
ENSG00000184564.12,Module 3,ENSG00000184564,SLITRK6,protein_coding
ENSG00000156427.10,Module 2,ENSG00000156427,FGF18,protein_coding
ENSG00000178573.8,Module 1,ENSG00000178573,MAF,protein_coding
ENSG00000106123.15,Module 5,ENSG00000106123,EPHB6,protein_coding
ENSG00000064692.22,Module 3,ENSG00000064692,SNCAIP,protein_coding
ENSG00000187796.18,Module 1,ENSG00000187796,CARD9,protein_coding
ENSG00000103489.14,Module 5,ENSG00000103489,XYLT1,protein_coding
ENSG00000018408.17,Module 3,ENSG00000018408,WWTR1,protein_coding
ENSG00000235098.11,Module 2,ENSG00000235098,ANKRD65,protein_coding
ENSG00000169740.16,Module 1,ENSG00000169740,ZNF32,protein_coding
ENSG00000147852.19,Module 3,ENSG00000147852,VLDLR,protein_coding
ENSG00000105246.8,Module 1,ENSG00000105246,EBI3,protein_coding
ENSG00000152463.17,Module 1,ENSG00000152463,OLAH,protein_coding
ENSG00000129993.16,Module 3,ENSG00000129993,CBFA2T3,protein_coding
ENSG00000148498.19,Module 2,ENSG00000148498,PARD3,protein_coding
ENSG00000164330.20,Module 1,ENSG00000164330,EBF1,protein_coding
ENSG00000123384.15,Module 2,ENSG00000123384,LRP1,protein_coding
ENSG00000198624.15,Module 2,ENSG00000198624,CCDC69,protein_coding
ENSG00000120068.8,Module 4,ENSG00000120068,HOXB8,protein_coding
ENSG00000170899.13,Module 1,ENSG00000170899,GSTA4,protein_coding
ENSG00000168734.16,Module 5,ENSG00000168734,PKIG,protein_coding
ENSG00000203943.10,Module 6,ENSG00000203943,SAMD13,protein_coding
ENSG00000091128.14,Module 1,ENSG00000091128,LAMB4,protein_coding
ENSG00000077616.12,Module 1,ENSG00000077616,NAALAD2,protein_coding
ENSG00000109265.17,Module 1,ENSG00000109265,CRACD,protein_coding
ENSG00000009790.17,Module 1,ENSG00000009790,TRAF3IP3,protein_coding
ENSG00000198363.20,Module 4,ENSG00000198363,ASPH,protein_coding
ENSG00000156298.15,Module 1,ENSG00000156298,TSPAN7,protein_coding
ENSG00000070182.23,Module 1,ENSG00000070182,SPTB,protein_coding
ENSG00000126016.18,Module 4,ENSG00000126016,AMOT,protein_coding
ENSG00000160190.16,Module 2,ENSG00000160190,SLC37A1,protein_coding
ENSG00000171310.11,Module 1,ENSG00000171310,CHST11,protein_coding
ENSG00000148344.12,Module 1,ENSG00000148344,PTGES,protein_coding
ENSG00000143772.13,Module 5,ENSG00000143772,ITPKB,protein_coding
ENSG00000008256.19,Module 2,ENSG00000008256,CYTH3,protein_coding
ENSG00000203907.11,Module 1,ENSG00000203907,OOEP,protein_coding
ENSG00000138735.18,Module 3,ENSG00000138735,PDE5A,protein_coding
ENSG00000162545.8,Module 1,ENSG00000162545,CAMK2N1,protein_coding
ENSG00000152910.21,Module 1,ENSG00000152910,CNTNAP4,protein_coding
ENSG00000196189.16,Module 1,ENSG00000196189,SEMA4A,protein_coding
ENSG00000144476.8,Module 1,ENSG00000144476,ACKR3,protein_coding
ENSG00000145284.13,Module 5,ENSG00000145284,SCD5,protein_coding
ENSG00000265590.10,Module 3,ENSG00000265590,CFAP298-TCP10L,protein_coding
ENSG00000100031.21,Module 1,ENSG00000100031,GGT1,protein_coding
ENSG00000137494.16,Module 1,ENSG00000137494,ANKRD42,protein_coding
ENSG00000154589.9,Module 1,ENSG00000154589,LY96,protein_coding
ENSG00000147485.15,Module 3,ENSG00000147485,PXDNL,protein_coding
ENSG00000158458.23,Module 3,ENSG00000158458,NRG2,protein_coding
ENSG00000131019.13,Module 3,ENSG00000131019,ULBP3,protein_coding
ENSG00000089847.15,Module 1,ENSG00000089847,ANKRD24,protein_coding
ENSG00000180530.12,Module 2,ENSG00000180530,NRIP1,protein_coding
ENSG00000183722.11,Module 1,ENSG00000183722,LHFPL6,protein_coding
ENSG00000011105.16,Module 1,ENSG00000011105,TSPAN9,protein_coding
ENSG00000164403.17,Module 4,ENSG00000164403,SHROOM1,protein_coding
ENSG00000204287.16,Module 3,ENSG00000204287,HLA-DRA,protein_coding
ENSG00000144908.16,Module 3,ENSG00000144908,ALDH1L1,protein_coding
ENSG00000198108.5,Module 3,ENSG00000198108,CHSY3,protein_coding
ENSG00000170677.8,Module 4,ENSG00000170677,SOCS6,protein_coding
ENSG00000170921.17,Module 2,ENSG00000170921,TANC2,protein_coding
ENSG00000162398.13,Module 1,ENSG00000162398,CIMAP2,protein_coding
ENSG00000101311.19,Module 6,ENSG00000101311,FERMT1,protein_coding
ENSG00000154114.15,Module 6,ENSG00000154114,TBCEL,protein_coding
ENSG00000087303.20,Module 1,ENSG00000087303,NID2,protein_coding
ENSG00000081059.22,Module 6,ENSG00000081059,TCF7,protein_coding
